IDs	Symbols
72229	1700003G13Rik
72230	Zfp558
72231	1700018A23Rik
72233	1700023G08Rik
72234	1700020B03Rik
72235	1700021J08Rik
72236	Tsnaxip1
72237	1700007M16Rik
72238	Tbc1d5
72240	1600014C23Rik
72241	1700006H20Rik
72242	Psg21
72243	1700012D01Rik
72244	1600014C10Rik
72245	1700018M17Rik
72246	1700030C12Rik
72247	1700013K18Rik
72248	1700014B07Rik
72249	1700019G24Rik
72250	1700029E06Rik
72252	1700022A21Rik
72254	1700030K09Rik
72257	1700006H21Rik
72258	Kcnk10
72259	1700030M09Rik
72263	1700030F04Rik
72264	1700029J03Rik
72265	Tram1
72267	Lrrc8e
72268	1700027F06Rik
72269	Cda
72271	1700026N04Rik
72273	Smim24
72274	1700027H10Rik
72275	2200002D01Rik
72276	1700025M24Rik
72277	1700030F18Rik
72278	Ccpg1
72280	2210402A03Rik
72281	Sh2d4a
72282	1810062G17Rik
72283	1700029B24Rik
72284	Oraov1
72285	1810073O08Rik
72286	1700030O20Rik
72287	Plekhf1
72288	2210402C17Rik
72289	Malat1
72290	Lsm11
72292	2210009P08Rik
72293	Nkd2
72296	Rusc1
72297	B3gnt3
72301	1810041L15Rik
72302	1810057I12Rik
72303	Cyp2c65
72305	2210404E10Rik
72306	Zfp777
72307	2510002D24Rik
72308	Brf1
72309	Tmem158
72310	Nkg7
72311	2310004O12Rik
72313	Fryl
72315	Ccdc74a
72316	2310008N11Rik
72317	Asb17os
72318	Cyth4
72320	Kif1bp
72322	Xpo5
72323	Asb6
72324	Plxdc1
72325	Vps9d1
72326	2500004C02Rik
72330	Klhl40
72331	2310021N16Rik
72332	2610001N11Rik
72333	Palld
72338	Wdr89
72340	2010009K17Rik
72341	Elp6
72342	Gm9727
72343	2600002B07Rik
72344	Usp36
72345	Amer1
72347	2210011G09Rik
72349	Dusp3
72350	Zc2hc1c
72351	Ptar1
72354	Ttc4
72355	Cdpf1
72357	2210016L21Rik
72358	2210411A11Rik
72359	2210020O09Rik
72361	Ces2g
72365	2210011K15Rik
72368	Borcs8
72371	2210408I21Rik
72372	2210411G17Rik
72373	Psca
72374	2210416J07Rik
72375	2210412B16Rik
72379	2210409O19Rik
72381	2210409E12Rik
72383	Cnfn
72386	2610035D17Rik
72388	Ripk4
72389	2310050P20Rik
72391	Cdkn3
72392	Tmem175
72393	Faim2
72395	2610028E06Rik
72397	Rbm12b1
72399	Brap
72400	Pinx1
72401	Slc43a1
72404	Wdr44
72406	2310081O03Rik
72411	3300002I10Rik
72413	Kcnmb2
72415	Sgol1
72416	Lrpprc
72421	Ttc30b
72425	Katnbl1
72429	Dnajc25
72431	Ceacam18
72432	Spink5
72433	Rab38
72434	Lypd3
72435	2310065H11Rik
72439	2610007B07Rik
72440	Rhno1
72446	Prr5l
72454	Ccdc71
72459	Htatsf1
72460	2610011E03Rik
72461	Prcp
72462	Rrp1b
72465	Zfp131
72468	2610204G07Rik
72469	Plcd3
72472	Slc16a10
72475	Ssbp3
72477	Tmem87b
72479	Hsdl2
72480	Tspyl4
72481	2610203C22Rik
72482	Acbd6
72484	2610300M13Rik
72486	Rnf219
72489	2610301H18Rik
72493	2610202C22Rik
72495	2610206C17Rik
72500	Ier5l
72502	Cwf19l1
72503	2610507B11Rik
72504	Taf4b
72505	2610319H10Rik
72507	Dzip1l
72508	Rps6kb1
72511	2610316D01Rik
72512	Tmem173
72514	Fgfbp3
72515	Wdr43
72518	2610307P16Rik
72519	Tmem55a
72522	Atxn7l2
72523	2700005E23Rik
72527	2610529L02Rik
72528	2700003A03Rik
72531	2610317O13Rik
72535	Aldh1b1
72536	Tagap
72539	2700008E08Rik
72541	2700003L17Rik
72542	Pgam5
72543	Mvb12b
72544	Exosc6
72547	2700008L21Rik
72549	Reep4
72552	Hsdl1
72554	Utp14a
72555	Shisa9
72556	Zfp566
72559	2700026D01Rik
72560	Naalad2
72562	Pcbd2
72563	2700068H02Rik
72564	2700063P09Rik
72565	Uaca
72567	Bclaf1
72568	Lin9
72569	Bbs5
72572	Spats2
72575	C430049B03Rik
72578	2700054A10Rik
72580	Zufsp
72584	Cul4b
72585	Lypd1
72587	Pan3
72588	2700012I20Rik
72590	Ppme1
72591	2700022O18Rik
72595	2700054A04Rik
72596	2700054B07Rik
72599	Pdia5
72603	2700033N17Rik
72605	Car10
72607	Usp13
72608	2700069I18Rik
72609	2700070H01Rik
72611	Zfp655
72612	Hpf1
72614	Pih1d2
72615	Anks3
72617	2700088M07Rik
72621	Pdzd11
72626	2700078F05Rik
72628	Hoxaas3
72630	Hspa12b
72632	Smim18
72633	2810019C22Rik
72634	Tdrkh
72635	Lins1
72638	2810017D21Rik
72640	Mex3a
72647	2700089I24Rik
72648	Smc2os
72649	Tmem209
72650	2810006K23Rik
72654	Ccdc12
72655	Snhg5
72656	Ints8
72657	Selenoh
72658	2700097O09Rik
72661	Serp2
72662	Dis3
72665	2810039B14Rik
72666	2810047J09Rik
72667	Zfp444
72668	Skida1
72669	2810032G03Rik
72671	2810048H02Rik
72672	Zfp518a
72674	Adipor1
72677	2810049E08Rik
72685	Dnajc6
72689	2810047F03Rik
72690	Grrp1
72691	Calhm2
72692	Hnrnpll
72693	Zcchc12
72694	2810036E18Rik
72697	2810043O03Rik
72699	Lime1
72701	Zfp618
72709	C1qtnf6
72711	2810037O22Rik
72712	2810038L03Rik
72713	Angptl1
72716	2810047C21Rik1
72719	2810040C05Rik
72720	Zfp248
72722	Fam98a
72723	Zfp74
72726	Tbcc
72727	B3gat3
72729	Cdc42se2
72731	2810410P21Rik
72735	Eldr
72736	Tmx1
72739	Zkscan3
72740	2810421E14Rik
72745	Tmem161b
72747	Ttc39c
72748	Hdhd3
72749	Tonsl
72750	Fam117b
72753	2810442N19Rik
72754	Arhgef10l
72759	Tmem135
72763	2810439L12Rik
72767	2810427A07Rik
72772	Rint1
72773	2810449G22Rik
72774	Neil1
72775	Fance
72776	Sass6
72777	2810455B08Rik
72778	Dnajc22
72780	Rspo3
72781	2810468A05Rik
72784	2810452K05Rik
72785	2810474C18Rik
72787	Ndc1
72789	Veph1
72792	2810459M11Rik
72795	Ttc19
72801	2810488O17Rik
72804	9130017K11Rik
72805	Zfp839
72807	Zfp429
72810	2810455D13Rik
72813	2810454H06Rik
72818	2810471M01Rik
72820	2810461L16Rik
72821	Scn2b
72822	2810455O05Rik
72823	Pard3b
72824	2810457G06Rik
72825	Mon1a
72826	Fam76b
72828	Ubash3b
72831	Dhx30
72832	Crtac1
72834	2810468N07Rik
72836	Pot1b
72837	2810487C13Rik
72840	2810481J17Rik
72843	Prdm4
72844	Kctd17
72845	2900024I21Rik
72850	2900024J01Rik
72852	Mblac2
72854	2900034C19Rik
72855	2900024D18Rik
72860	2900017G11Rik
72861	2900005I04Rik
72864	2900018N21Rik
72865	Cxx1c
72867	2900036C06Rik
72868	2900022P04Rik
72873	Bbof1
72876	2900009J20Rik
72877	2900003A17Rik
72880	2900027M19Rik
72881	Zdhhc4
72883	2900035I09Rik
72886	Ccdc94
72891	Xlr4c
72892	2900018K06Rik
72893	2900040C04Rik
72895	Setd5
72897	2900006B11Rik
72898	Asphd2
72899	Macrod2
72900	Ndufv2
72901	2900011F02Rik
72902	Spock3
72905	2900035J10Rik
72906	2900042A17Rik
72912	2900016D18Rik
72913	2900006A17Rik
72914	2900012M01Rik
72915	2900017F05Rik
72918	2900019E01Rik
72919	2900019A20Rik
72920	2900021C02Rik
72925	March1
72927	Hepacam
72930	Ppp2r2b
72931	Swi5
72933	2900011G08Rik
72934	2900006G07Rik
72935	Ddx41
72938	Hspb11
72940	2900022M12Rik
72941	2900042E19Rik
72942	2900045O03Rik
72943	2900018E21Rik
72946	Lrrc47
72947	Phykpl
72948	Tppp
72949	Ccnt2
72951	2900022M07Rik
72953	2900042K21Rik
72956	2900040J22Rik
72958	Zfp493
72960	Top1mt
72961	Slc17a7
72962	Tymp
72964	2900056B19Rik
72965	2900064B18Rik
72968	2900069G24Rik
72972	Ccser2
72973	Fbxo47
72975	2900063K03Rik
72976	2900064K03Rik
72978	Cnih3
72981	Thap12
72982	Tmem138
72983	2900052O17Rik
72987	2900057C01Rik
72989	2900074G08Rik
72991	2900075N08Rik
72993	Appl1
72994	2900046H12Rik
72997	Kantr
72999	Insig2
73001	2900055J20Rik
73002	2900076A13Rik
73004	2900078I11Rik
73005	2900072G11Rik
73008	2900073C16Rik
73009	2900057B20Rik
73010	Gpr22
73012	2900072D07Rik
73014	2900054C15Rik
73016	Kremen2
73017	2900072G19Rik
73020	2900073C17Rik
73021	Panct1
73024	Emc7
73027	2900046L07Rik
73028	2900046F13Rik
73031	2900060N12Rik
73032	Ttc9b
73033	2900072N19Rik
73034	2900064B16Rik
73035	2900073N21Rik
73040	2900052N01Rik
73041	2900060K15Rik
73043	2900064F13Rik
73046	Glrx5
73047	Camk2n2
73049	2900054C01Rik
73050	2900056L01Rik
73052	2900076G11Rik
73056	2900080J11Rik
73057	2900086E13Rik
73061	Cldn34c1
73062	Ppp1r16a
73064	2900080M03Rik
73065	2900092O11Rik
73067	Tmem192
73068	Fut11
73072	Prr36
73074	2900086B20Rik
73075	Ppil6
73076	3100003L05Rik
73078	Pmpcb
73079	3110009M11Rik
73080	2900084O13Rik
73081	2900084C01Rik
73082	3100003M19Rik
73083	2900082C11Rik
73086	Rps6ka5
73087	2900084I15Rik
73088	2900087K15Rik
73090	2900092C05Rik
73091	3110005L24Rik
73093	3110006O06Rik
73094	Sgip1
73095	Slc25a42
73096	2900092N11Rik
73098	3110005M07Rik
73099	3100003L13Rik
73100	2900092D14Rik
73102	Slc22a23
73103	3110009E18Rik
73104	3110005L21Rik
73106	Prss57
73107	2900092N22Rik
73112	Abracl
73121	Rflna
73122	Tgfbrap1
73123	3110013M02Rik
73124	Golim4
73125	3110037C07Rik
73126	3110038A09Rik
73127	3110039C02Rik
73129	3110015C05Rik
73130	Tmed5
73132	Slc25a16
73134	3110023J12Rik
73137	Prrc1
73139	Cenpv
73140	3110040K02Rik
73141	3110031N09Rik
73142	3110035F07Rik
73144	3110039I08Rik
73145	3110037L02Rik
73149	Clec4a3
73154	3110018A10Rik
73158	Larp1
73160	3110018I06Rik
73161	3110035C09Rik
73162	Otud3
73164	3110037B15Rik
73166	Tm7sf2
73167	Arhgap8
73168	3110027N22Rik
73169	3110035G12Rik
73172	Exo5
73173	Pcdh18
73174	Tbkbp1
73176	3110040M04Rik
73178	Wasl
73181	Nfatc4
73182	Pear1
73183	5430402O13Rik
73184	3110047M12Rik
73186	3110045A19Rik
73187	3110067G11Rik
73188	3110062G12Rik
73191	Fezf1
73192	Xpot
73193	3110043J17Rik
73197	3110056J03Rik
73201	3110073H01Rik
73204	3110056K07Rik
73205	3110043O21Rik
73207	3110068a07rik
73208	3110083C13Rik
73212	3110082I17Rik
73216	B9d1os
73218	Sppl2b
73219	3110080E11Rik
73223	3110076C19Rik
73225	Fam118a
73229	Zfp983
73230	Bmper
73233	Zfp942
73234	3110079O15Rik
73238	3110049I03Rik
73239	3110054G05Rik
73240	3110056K14Rik
73241	3110080O07Rik
73242	Atat1
73244	Prl8a1
73246	Rassf6
73247	Mrgbp
73248	1600015H23Rik
73249	1600017P15Rik
73250	Ceacam5
73251	Setd7
73252	1600022D10Rik
73254	Ccdc18
73255	1700026J12Rik
73256	1700021G15Rik
73257	1700023C21Rik
73259	Cib4
73260	1700041M05Rik
73261	1700037C18Rik
73262	1700036O09Rik
73264	1700037N05Rik
73265	1700038P13Rik
73266	Speer6-ps1
73267	1700040K01Rik
73268	1700040P09Rik
73270	1700024F13Rik
73271	1700029K24Rik
73272	1700108F19Rik
73273	1700041I07Rik
73274	Gpbp1
73276	1700037J18Rik
73278	1700031P21Rik
73279	1700023B13Rik
73280	1700028N14Rik
73281	1700023G09Rik
73282	1700034B16Rik
73283	1700036G14Rik
73284	Ddit4l
73285	1700037F24Rik
73286	1700031A10Rik
73287	1700040L02Rik
73288	Vps50
73289	1700031C06Rik
73290	1700042O05Rik
73293	Ccdc103
73294	1700040L08Rik
73295	1700047L14Rik
73296	Rhobtb3
73297	1700034I23Rik
73299	1700041G16Rik
73300	1700031F05Rik
73301	Ttc29
73302	1700031M16Rik
73303	Bcas1os2
73304	1700034J04Rik
73305	1700038C09Rik
73306	1700044C05Rik
73307	1700046C09Rik
73309	Spanxn4
73310	1700044K19Rik
73312	1700041A01Rik
73314	Lrrc69
73315	1700041L08Rik
73316	Calr3
73317	1700031F10Rik
73318	Ube2d2b
73321	1700042O10Rik
73322	1700039E22Rik
73323	1700047G07Rik
73324	Clhc1
73326	4932702P03Rik
73327	Pradc1
73329	1700040F15Rik
73330	1700018P08Rik
73331	1700034P13Rik
73332	Ccdc30
73333	Slc25a31
73334	1700040F17Rik
73335	1700047K16Rik
73336	Prss44
73337	1700042D02Rik
73338	Itpripl1
73339	1700047G03Rik
73340	Nptxr
73341	Arhgef6
73344	1700034J05Rik
73346	1700039I01Rik
73347	Cldn34b2
73348	1700045H11Rik
73349	1700042G15Rik
73350	1700045I11Rik
73352	1700051K13Rik
73353	Actrt2
73355	1700048P04Rik
73356	1700054O05Rik
73357	1700048J15Rik
73358	1700054M17Rik
73359	1700055D16Rik
73360	Actrt1
73361	1700061D13Rik
73363	1700056E22Rik
73364	1700063H06Rik
73365	1700049J03Rik
73366	1700051A21Rik
73367	1700052M09Rik
73368	Col20a1
73371	1700052K07Rik
73373	Phospho2
73374	1700055L01Rik
73375	1700057H21Rik
73376	Tex33
73377	1700058P15Rik
73378	1700060L04Rik
73379	Dcbld2
73381	Cmtm2a
73382	Prss52
73385	Fam177a
73388	Bpifa3
73389	Hbp1
73390	Msl3l2
73391	1700060J05Rik
73392	1700056N10Rik
73393	1700056I18Rik
73395	1700049E22Rik
73396	1700048F04Rik
73397	1700055C04Rik
73398	Nipsnap3a
73399	1700060C20Rik
73400	1700064J06Rik
73405	1700055D18Rik
73406	1700067A10Rik
73407	Tepp
73408	1700065L07Rik
73409	1700065J11Rik
73410	1700065D16Rik
73412	Nme8
73414	1700061A03Rik
73415	Gm9732
73416	1700061D14Rik
73418	1700047O18Rik
73419	Armt1
73420	Ccsap
73421	Cntrobos
73422	Prox2
73423	1700058M13Rik
73424	1700064H15Rik
73425	1700060C16Rik
73426	1700066B17Rik
73428	1700058M10Rik
73429	Hoxd3os1
73430	Zfp974
73431	1700052K11Rik
73432	1700061N14Rik
73433	1700048O14Rik
73435	Tex35
73437	1700064F23Rik
73438	1700061F12Rik
73440	1700062C10Rik
73441	1700057D03Rik
73442	Hspa12a
73445	1700048C15Rik
73447	Wdr13
73449	1700066B19Rik
73450	1700063J08Rik
73451	Zfp763
73452	1700063O14Rik
73453	1700067K01Rik
73454	1700063A18Rik
73455	1700065J18Rik
73456	Izumo1
73457	1700064M15Rik
73458	Aldh3b3
73461	1700061H18Rik
73462	1700052H01Rik
73463	Als2cr11
73464	1700057A11Rik
73465	1700048B10Rik
73466	Ms4a13
73467	1700066M21Rik
73469	Rnf38
73470	Kif2b
73471	1700066N21Rik
73472	Spata18
73473	Iws1
73474	Snhg9
73475	1700067G17Rik
73477	1700081H04Rik
73479	1700082C01Rik
73480	1700074H08Rik
73481	1700074P13Rik
73482	1700074A21Rik
73483	1700074A11Rik
73485	1700071G01Rik
73486	1700084J12Rik
73487	1700084M14Rik
73488	1700080G11Rik
73489	1700080N15Rik
73490	Mipol1
73491	1700085D07Rik
73492	1700085G17Rik
73493	1700072H12Rik
73495	Samt3
73496	1700072G22Rik
73498	1700084P21Rik
73500	1700081B01Rik
73503	Mbd3l1
73504	1700071M16Rik
73505	1700072O05Rik
73510	1700082O11Rik
73512	1700085D22Rik
73515	Nell1os
73516	1700086O06Rik
73517	1700074L02Rik
73522	1700084M22Rik
73523	Pebp4
73526	Speer4b
73528	1700081N11Rik
73529	1700072B07Rik
73530	1700074I03Rik
73531	1700069P05Rik
73532	1700080E11Rik
73533	1700080G18Rik
73534	1700082M22Rik
73536	1700092K14Rik
73538	1700105F02Rik
73540	1700100M05Rik
73542	Tssk5
73544	1700093A15Rik
73545	1700094D03Rik
73547	Dusp21
73548	1700094I16Rik
73549	1700110I01Rik
73550	1700105G05Rik
73551	1700101O05Rik
73552	1700091J24Rik
73553	1700091H14Rik
73554	1700092C10Rik
73557	1700096P03Rik
73558	1700110K17Rik
73559	1700106O07Rik
73560	1700108N06Rik
73561	1700097M23Rik
73563	1700095J12Rik
73567	Gldnos
73569	Vgll3
73571	1700096K18Rik
73574	1700095J07Rik
73575	1700101O22Rik
73576	1700092E19Rik
73577	1700102F20Rik
73579	1700094M23Rik
73582	Camkmt
73583	1700112M02Rik
73584	1700100L14Rik
73585	1700111E14Rik
73586	1700101C01Rik
73588	St8sia3os
73589	1700101I19Rik
73590	1700112H15Rik
73591	1700109I08Rik
73592	1700104L18Rik
73593	1700112N08Rik
73594	1700112L15Rik
73596	1700112K13Rik
73597	1700113H21Rik
73598	1700001O22Rik
73599	1700120G11Rik
73600	1700120C14Rik
73602	1700126A01Rik
73603	Trp53tg5
73605	1700124M09Rik
73606	1700120E14Rik
73608	Marveld3
73609	1700125H03Rik
73610	Zfp433
73611	1700112D23Rik
73612	1700127G19Rik
73614	Rhox13
73615	1700128I11Rik
73616	Pldi
73617	1700122H20Rik
73618	1700128E19Rik
73619	1700122E12Rik
73622	1700116H05Rik
73624	1700123O12Rik
73626	1810009J06Rik
73628	1700125G02Rik
73629	1700123E06Rik
73631	1700128A07Rik
73633	1700121I08Rik
73634	1700125H20Rik
73635	Ptges3l
73636	1700125C05Rik
73639	1700126H18Rik
73640	1700113B19Rik
73641	1700125M20Rik
73644	2210039B01Rik
73647	Capn9
73648	2410012E07Rik
73649	Cybrd1
73650	2410024F20Rik
73652	2210408F21Rik
73656	Ms4a6c
73658	Spns1
73660	Cabp4
73661	2210419D22Rik
73665	2210037E17Rik
73666	Thoc3
73667	2410004P03Rik
73668	Ttc21b
73670	Defb30
73671	Sult6b1
73673	Rec114
73674	Wdr75
73677	Psma8
73679	Tex19.1
73680	Zbtb8a
73681	Trmt11
73683	Atg16l2
73687	2410087M07Rik
73689	Bloc1s2
73690	Glipr1
73692	2410089E03Rik
73693	Dppa4
73694	Ndufaf7
73696	Platr9
73699	Ppp2r1b
73703	Dppa2
73707	Gucy2g
73708	Dppa3
73709	2410125D13Rik
73710	Tubb2b
73711	Mvb12a
73712	Dmkn
73713	Rbm20
73719	Lce1c
73720	Cst6
73721	1110017D15Rik
73722	Lce1a2
73723	Sh3bgrl3
73724	Mcee
73725	1110001D16Rik
73728	Psd
73729	Zfp383
73730	Lce1l
73732	Muc16
73736	Fcf1
73737	1110008P14Rik
73738	Haus7
73739	Cby1
73744	Man2c1
73747	1110034G24Rik
73748	Gadl1
73750	Whrn
73754	Thap1
73755	4833419A21Rik
73757	4833421G17Rik
73761	4833415N18Rik
73766	4833420D23Rik
73768	4833417J16Rik
73771	4930421P05Rik
73772	4930430J02Rik
73774	4930422M22Rik
73779	Prr27
73781	4930432H08Rik
73782	4930421P22Rik
73783	4930422G07Rik
73784	4930430F21Rik
73785	4930431H11Rik
73786	4930429L21Rik
73787	4833406L22Rik
73788	4833408A19Rik
73790	4930401C12Rik
73791	4930404K06Rik
73792	4930401G09Rik
73793	4930405G09Rik
73794	4930402M22Rik
73795	4930405D01Rik
73796	4930402F11Rik
73797	4930405N21Rik
73798	4930402I19Rik
73802	4930401B06Rik
73803	4930401C15Rik
73804	Kif2c
73805	4930406D14Rik
73806	4930406D18Rik
73807	4930403P22Rik
73808	Tex36
73809	Satl1
73811	4930405J17Rik
73812	4930402C16Rik
73813	Fam83e
73814	4930403O15Rik
73815	4930404H11Rik
73816	4930401O10Rik
73817	4930404F17Rik
73818	4930405H06Rik
73819	4930402N20Rik
73820	4930404A05Rik
73821	4930401A07Rik
73822	Mfsd12
73823	Gm17014
73824	Snhg6
73825	Ppp1r21
73826	Poldip3
73827	Tmem198b
73828	Dcaf4
73830	Eif3k
73833	Fam98c
73834	Atp6v1d
73835	Ifitm5
73836	Slc35b2
73843	0610031I08Rik
73844	Ankrd45
73845	Ankrd42
73846	5430414B19Rik
73847	Fam110a
73848	5430406J06Rik
73851	4930415H17Rik
73852	D3Ertd751e
73854	4930428B01Rik
73855	4930429P21Rik
73856	4930428G15Rik
73857	4930429C20Rik
73859	4930414N08Rik
73861	4930428B07Rik
73862	4930415F15Rik
73863	4930415O20Rik
73864	4930424E08Rik
73865	4930425K10Rik
73866	Fam122c
73867	4930428E07Rik
73868	4930415N12Rik
73869	4930414H07Rik
73870	4930417O13Rik
73871	4930428N03Rik
73872	4930423M02Rik
73873	Fam161a
73874	4930419G24Rik
73876	4930432F03Rik
73877	4930432J09Rik
73880	4930415C11Rik
73881	4930430M16Rik
73882	4930425P05Rik
73883	4930431P22Rik
73884	Zdbf2
73886	4930431P19Rik
73887	4930417O22Rik
73889	4930413M19Rik
73891	4930423B08Rik
73892	4930423D24Rik
73893	Tmem202
73894	4930414N06Rik
73895	4930431P03Rik
73897	4930429H19Rik
73898	4930429E23Rik
73899	LOC73899
73902	Psmb11
73903	4833403J16Rik
73904	4833412C05Rik
73905	4833412E19Rik
73906	4833417C18Rik
73907	4833418N17Rik
73909	4833419O12Rik
73910	Arhgap18
73911	4833413N01Rik
73914	Irak3
73915	4833419F23Rik
73916	Ift57
73918	4930404I20Rik
73919	Lyrm1
73920	4930405A07Rik
73921	Scpep1os
73922	4930405D11Rik
73924	4930401O12Rik
73925	4930404O17Rik
73927	4930412F09Rik
73928	4930408O17Rik
73929	4930402C01Rik
73930	4930408K12Rik
73932	4930406M16Rik
73933	4930412O06Rik
73934	Cldn34c4
73936	Ccdc175
73937	1700029M20Rik
73938	4930412B13Rik
73940	Hapln2
73941	4930412L05Rik
73942	Fam151b
73943	4930403O18Rik
73945	Otud4
73946	4930423O20Rik
73948	4930415P13Rik
73949	Speer9-ps1
73951	4930413G21Rik
73952	4930420N18Rik
73953	4930421J07Rik
73954	4930431L21Rik
73955	4930449I04Rik
73957	4930451G21Rik
73959	4930433B08Rik
73961	4930447J18Rik
73962	4930441J16Rik
73963	4930434F21Rik
73965	4930448I18Rik
73966	4930449I21Rik
73967	4930451A11Rik
73968	4930444F02Rik
73972	4930448C13Rik
73973	4930434B07Rik
73974	4930452L12Rik
73976	4930437M23Rik
73977	4930438E09Rik
73978	4930442B02Rik
73979	4930434J08Rik
73980	4930444A19Rik
73982	4930448E06Rik
73985	4930445N18Rik
73986	4930442G10Rik
73988	4930438A08Rik
73989	4930452G13Rik
73990	4930455C13Rik
73991	Atl1
73992	4930448F12Rik
73993	4930448A20Rik
73994	4930449C09Rik
73998	Herc3
74002	Psd2
74004	Jakmip3
74005	6330412A17Rik
74006	Dnm1l
74007	Btbd11
74008	Arsg
74011	Slc25a27
74012	Rap2b
74013	Rftn2
74014	3732407C23Rik
74015	Fcho1
74016	Phf19
74018	Als2
74019	Traf3ip1
74020	Cpne4
74021	3222402N08Rik
74022	Glyr1
74023	Rd3
74025	Nphp3
74026	Msl1
74030	Rin2
74032	Sdr42e1
74034	4632404H12Rik
74035	Nol9
74036	4632409D06Rik
74038	Brip1os
74039	Nfam1
74041	Ddias
74042	4921501E09Rik
74043	Pex26
74044	Ttf2
74045	Slc36a1os
74046	4632432E15Rik
74048	Vsir
74050	4921525O09Rik
74051	Steap2
74052	Ttc21a
74053	Grip1
74054	4931406B18Rik
74055	Plce1
74056	4933402E15Rik
74057	4933405D12Rik
74059	4933406G16Rik
74061	4933404K08Rik
74062	Speer8-ps1
74064	4933406J09Rik
74065	4933406D12Rik
74066	4933404G15Rik
74068	Asz1
74069	Serpina3a
74071	Lmntd1
74072	4933407I05Rik
74075	Syce1
74076	4933406C10Rik
74077	4933411E02Rik
74078	4933412L11Rik
74080	Nmnat3
74081	Cep350
74083	4933411K05Rik
74084	4933408A14Rik
74085	4933414I06Rik
74086	4933411D12Rik
74087	Slc7a13
74088	Them7
74090	Paqr5
74091	Npl
74092	Tbc1d22bos
74093	0610033M10Rik
74094	Tjap1
74095	0610042E11Rik
74096	Hvcn1
74097	Pop7
74098	0610037L13Rik
74100	Arpp21
74102	Slc35a5
74103	Nebl
74104	Abcb6
74105	Gga2
74106	Dcaf6
74107	Cep55
74108	Parn
74111	Rbm19
74112	Usp16
74114	Crot
74116	Pi16
74117	Actr3
74119	1200007C13Rik
74120	Zfp263
74121	Acoxl
74122	Tmem43
74123	Foxp4
74125	Armc8
74126	Syvn1
74127	Krt80
74129	Dmgdh
74131	Sash3
74132	Rnf6
74133	Smg8
74134	Cyp2s1
74136	Sec14l1
74137	Nuak2
74140	Tm9sf1
74142	Lonp1
74143	Opa1
74144	Robo4
74145	F13a1
74147	Ehhadh
74148	Cluh
74149	Zfp946
74150	Slc35f5
74152	Stra6l
74153	Uba7
74154	Unkl
74155	Errfi1
74156	Acot12
74157	Cmtr1
74158	Josd1
74159	Acbd5
74160	1300014J16Rik
74161	Ctcflos
74164	Nfx1
74165	Fbxl22
74166	Tmem38a
74167	Nudt9
74168	Zdhhc16
74169	1810010K12Rik
74173	Rab10os
74174	Gtsf1
74175	Crct1
74176	Tgm5
74177	2310007O11Rik
74178	Stk40
74179	1700030A11Rik
74180	Muc5b
74181	2310024H09Rik
74182	Gpcpd1
74183	Perm1
74184	2310065F04Rik
74185	Gbe1
74186	Ccdc3
74187	Katnb1
74188	Prl8a8
74189	Phactr3
74190	Exoc3l4
74191	P2ry13
74192	Arpc5l
74194	Rnd3
74195	Elp3
74196	Ttc27
74197	Gtf2e1
74198	Dtx2
74199	Vit
74200	2810403A07Rik
74201	Cep97
74202	Fblim1
74203	Eif4enif1
74204	Xpo6
74205	Acsl3
74206	Sipa1l3
74211	1700017B05Rik
74213	Rbm26
74217	1700010G06Rik
74218	1700016H13Rik
74220	1700009C05Rik
74221	Tex37
74222	Sept14
74223	1700023D08Rik
74224	1700014D04Rik
74227	1700016A09Rik
74228	1700016C19Rik
74229	Paqr8
74230	1700016K19Rik
74231	1700017H01Rik
74234	N4bp2os
74235	1700020G03Rik
74236	Gsdmcl1
74237	Tubgcp2
74238	Mterf2
74239	Iqce
74241	Chpf
74243	Slx4ip
74244	Atg7
74245	Ctbs
74246	Gale
74248	2310003L06Rik
74249	Lrrc2
74251	Ankrd9
74252	Armc1
74253	Klrg2
74254	Gpn1
74255	Smu1
74256	Cyld
74257	Tspan17
74263	1700037C06Rik
74264	Rnf138rt1
74266	1700039M15Rik
74267	Iqcf1
74268	Aven
74269	1700063H04Rik
74270	Usp20
74271	Mageb5
74272	1700054O19Rik
74273	1700064E03Rik
74276	Cldnd2
74277	Chic2
74278	1700072F12Rik
74279	1700080O16Rik
74280	1700084F23Rik
74281	Spatc1
74282	1700086D15Rik
74283	1700085C21Rik
74284	1700086L19Rik
74285	1700080F18Rik
74286	Tbc1d21
74287	Kcmf1
74288	Spem1
74290	1700102J08Rik
74291	1700092E16Rik
74293	1700095J03Rik
74295	1700092C17Rik
74296	1700093J21Rik
74297	Ccdc182
74298	1700108I11Rik
74299	Usp46os1
74301	1700108N11Rik
74302	Mtmr3
74303	1700109K24Rik
74304	1700094M24Rik
74305	1700111N16Rik
74306	Prss46
74307	1700092M07Rik
74309	Osbp2
74310	Ube4bos3
74311	1700113P08Rik
74314	1700120G07Rik
74315	Rnf145
74316	Isca2
74318	Hopx
74319	Mettl23
74320	Wdr33
74322	Cxxc1
74325	Cltb
74326	Hnrnpr
74327	2900046B09Rik
74328	1700047E10Rik
74330	Dnajc14
74333	A330040F15Rik
74334	Ranbp10
74335	Xrcc3
74337	Palm3
74338	Slc6a19
74340	Ahcyl2
74341	G630025P09Rik
74342	Lrrtm1
74343	Crtc2
74347	Tldc1
74348	4632404M16Rik
